,_id,ltable_id,rtable_id,ltable_Country,ltable_Industry,ltable_MarketValue,ltable_Name,rtable_Name,rtable_Country,rtable_Sector,rtable_Industry,rtable_MarketValue
16,16,925,10,United States,Conglomerates,102200,3M,3M Company,United States,Health Care,Medical/Dental Instruments,114338.2017
30,30,2217,15,United States,Miscellaneous,139,A-Mark Precious Metals,"A-Mark Precious Metals, Inc.",United States,Basic Industries,Other Specialty Stores,120.659682
34,34,829,16,United States,Chemicals,798,A. Schulman,"A. Schulman, Inc.",United States,Basic Industries,Major Chemicals,926.4719322000001
39,39,2464,23,United States,Pharmaceuticals,64900,Abbott Laboratories,Abbott Laboratories,United States,Health Care,Major Pharmaceuticals,76740.37324
40,40,2465,24,United States,Pharmaceuticals,99400,AbbVie,AbbVie Inc.,United States,Health Care,Major Pharmaceuticals,103837.4602
41,41,2842,26,United States,Specialty Retailers: Apparel,2132,Abercrombie & Fitch,Abercrombie & Fitch Company,United States,Consumer Services,Clothing/Shoe/Accessory Stores,811.0667883
226,226,1254,38,United States,Diversified Outsourcing Services,1812,ABM Industries,ABM Industries Incorporated,United States,Finance,Diversified Commercial Services,2427.457948
328,328,1408,48,United States,"Electronics, Electrical Equip.",9553,Acuity Brands,Acco Brands Corporation,United States,Consumer Durables,Publishing,1440.06702
433,433,2576,62,United States,Recreational Products,25500,Activision Blizzard,"Activision Blizzard, Inc",United States,Technology,Computer Software: Prepackaged Software,37487.08933
443,443,1408,65,United States,"Electronics, Electrical Equip.",9553,Acuity Brands,Acuity Brands Inc,United States,Consumer Durables,Building Products,8994.894479999999
449,449,2448,70,United States,Petroleum Refining,169,Adams Resources & Energy,"Adams Diversified Equity Fund, Inc.",United States,n/a,n/a,1367.2563300000002
467,467,2448,71,United States,Petroleum Refining,169,Adams Resources & Energy,"Adams Natural Resources Fund, Inc.",United States,n/a,n/a,554.5440231000001
493,493,2448,72,United States,Petroleum Refining,169,Adams Resources & Energy,"Adams Resources & Energy, Inc.",United States,Energy,Oil Refining/Marketing,157.5272106
538,538,2790,79,United States,Software & Programming,47400,Adobe Systems,Adobe Systems Incorporated,United States,Technology,Computer Software: Prepackaged Software,64501.78409
545,545,2878,82,United States,Specialty Stores,11600,Advance Auto Parts,Advance Auto Parts Inc,United States,Consumer Services,Other Specialty Stores,10935.89467
546,546,2126,82,United States,Media,-,Advance Publications,Advance Auto Parts Inc,United States,Consumer Services,Other Specialty Stores,10935.89467
625,625,2757,87,United States,Semiconductors and Other Electronic Components,2261,Advanced Micro Devices,"Advanced Micro Devices, Inc.",United States,Technology,Semiconductors,13697.351569999999
634,634,2731,88,Taiwan,Semiconductors,8300,Advanced Semiconductor,"Advanced Semiconductor Engineering, Inc.",Taiwan,Technology,Semiconductors,10334.38599
664,664,1014,95,United States,Construction Services,4700,AECOM Technology,AECOM,United States,Consumer Services,Military/Government/Technical,5527.67925
665,665,1438,95,United States,"Engineering, Construction",4699,AECOM,AECOM,United States,Consumer Services,Military/Government/Technical,5527.67925
674,674,2105,105,United States,Managed Health Care,40200,Aetna,Aetna Inc.,United States,Health Care,Medical Specialities,42206.295
677,677,1902,107,United States,Investment Services,9600,Affiliated Managers Group,"Affiliated Managers Group, Inc.",United States,Finance,Investment Managers,9295.900312
678,678,2029,108,United States,Life & Health Insurance,28500,Aflac,Aflac Incorporated,United States,Finance,Accident &Health Insurance,29053.25348
706,706,987,110,United States,Construction and Farm Machinery,4098,AGCO,AGCO Corporation,United States,Capital Goods,Industrial Machinery/Components,4782.672683
708,708,1376,113,United States,Electronics,13700,Agilent Technologies,"Agilent Technologies, Inc.",United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments,17040.04885
815,815,2811,124,United States,Specialized Chemicals,31900,Air Products & Chemicals,"Air Products and Chemicals, Inc.",United States,Basic Industries,Major Chemicals,29437.74461
862,862,2168,130,United States,Metals,737,AK Steel Holding,AK Steel Holding Corporation,United States,Basic Industries,Steel/Iron Ore,2263.335815
867,867,886,131,United States,Computer Services,9000,Akamai Technologies,"Akamai Technologies, Inc.",United States,Miscellaneous,Business Services,10339.49804
868,868,521,139,United States,Airline,9500,Alaska Air Group,"Alaska Air Group, Inc.",United States,Transportation,Air Freight/Delivery Services,11407.30848
871,871,521,140,United States,Airline,9500,Alaska Air Group,"Alaska Communications Systems Group, Inc.",United States,Public Utilities,Telecommunications Equipment,94.55265638
920,920,2999,141,United States,Tobacco,156,Alliance One International,Albany International Corporation,United States,Basic Industries,Textiles,1478.205
963,963,830,143,United States,Chemicals,7176,Albemarle,Albemarle Corporation,United States,Basic Industries,Major Chemicals,11891.50562
976,976,2161,148,United States,Medical Products and Equipment,4380,Alere,Alere Inc.,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,3456.6156020000003
981,981,701,152,United States,Biotechs,35800,Alexion Pharmaceuticals,"Alexion Pharmaceuticals, Inc.",United States,Health Care,Major Pharmaceuticals,27232.17105
983,983,742,153,China,Business & Personal Services,200700,Alibaba,Alibaba Group Holding Limited,China,Miscellaneous,Business Services,269575.0
986,986,2532,158,United States,Property & Casualty Insurance,7900,Alleghany,Alleghany Corporation,United States,Finance,Property-Casualty Insurers,9475.741776
987,987,2170,159,United States,Metals,1775,Allegheny Technologies,Allegheny Technologies Incorporated,United States,Basic Industries,Steel/Iron Ore,1953.4625579999997
993,993,2468,163,United States,Pharmaceuticals,90500,Allergan,Allergan plc.,United States,Health Care,Major Pharmaceuticals,80177.63849
994,994,2188,165,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,Alliance California Municipal Income Fund Inc,United States,n/a,n/a,113.9481778
996,996,2999,165,United States,Tobacco,156,Alliance One International,Alliance California Municipal Income Fund Inc,United States,n/a,n/a,113.9481778
997,997,743,165,United States,Business & Personal Services,12200,Alliance Data Systems,Alliance California Municipal Income Fund Inc,United States,n/a,n/a,113.9481778
1001,1001,743,166,United States,Business & Personal Services,12200,Alliance Data Systems,Alliance Data Systems Corporation,United States,Miscellaneous,Business Services,13925.39995
1002,1002,2999,166,United States,Tobacco,156,Alliance One International,Alliance Data Systems Corporation,United States,Miscellaneous,Business Services,13925.39995
1004,1004,2188,166,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,Alliance Data Systems Corporation,United States,Miscellaneous,Business Services,13925.39995
1015,1015,2188,167,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,"Alliance HealthCare Services, Inc.",United States,Health Care,Medical Specialities,110.832881
1028,1028,743,167,United States,Business & Personal Services,12200,Alliance Data Systems,"Alliance HealthCare Services, Inc.",United States,Health Care,Medical Specialities,110.832881
1036,1036,2999,167,United States,Tobacco,156,Alliance One International,"Alliance HealthCare Services, Inc.",United States,Health Care,Medical Specialities,110.832881
1043,1043,743,168,United States,Business & Personal Services,12200,Alliance Data Systems,"Alliance Holdings GP, L.P.",United States,Energy,Coal Mining,1642.0420900000001
1045,1045,2188,168,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,"Alliance Holdings GP, L.P.",United States,Energy,Coal Mining,1642.0420900000001
1047,1047,2999,168,United States,Tobacco,156,Alliance One International,"Alliance Holdings GP, L.P.",United States,Energy,Coal Mining,1642.0420900000001
1048,1048,2188,169,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,"Alliance MMA, Inc.",United States,Consumer Services,Services-Misc. Amusement & Recreation,23.81889312
1050,1050,2999,169,United States,Tobacco,156,Alliance One International,"Alliance MMA, Inc.",United States,Consumer Services,Services-Misc. Amusement & Recreation,23.81889312
1051,1051,743,169,United States,Business & Personal Services,12200,Alliance Data Systems,"Alliance MMA, Inc.",United States,Consumer Services,Services-Misc. Amusement & Recreation,23.81889312
1053,1053,2188,170,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,Alliance National Municipal Income Fund Inc,United States,n/a,n/a,384.60724369999997
1072,1072,743,170,United States,Business & Personal Services,12200,Alliance Data Systems,Alliance National Municipal Income Fund Inc,United States,n/a,n/a,384.60724369999997
1082,1082,2999,170,United States,Tobacco,156,Alliance One International,Alliance National Municipal Income Fund Inc,United States,n/a,n/a,384.60724369999997
1099,1099,2188,171,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,"Alliance One International, Inc.",United States,Consumer Services,Farming/Seeds/Milling,125.09035530000001
1126,1126,2999,171,United States,Tobacco,156,Alliance One International,"Alliance One International, Inc.",United States,Consumer Services,Farming/Seeds/Milling,125.09035530000001
1156,1156,743,171,United States,Business & Personal Services,12200,Alliance Data Systems,"Alliance One International, Inc.",United States,Consumer Services,Farming/Seeds/Milling,125.09035530000001
1172,1172,743,172,United States,Business & Personal Services,12200,Alliance Data Systems,"Alliance Resource Partners, L.P.",United States,Energy,Coal Mining,1615.025829
1173,1173,2188,172,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,"Alliance Resource Partners, L.P.",United States,Energy,Coal Mining,1615.025829
1183,1183,2999,172,United States,Tobacco,156,Alliance One International,"Alliance Resource Partners, L.P.",United States,Energy,Coal Mining,1615.025829
1190,1190,2188,173,United States,"Mining, Crude-Oil Production",875,Alliance Holdings,Alliance World Dollar Government Fund II,United States,n/a,n/a,1084.769337
1193,1193,743,173,United States,Business & Personal Services,12200,Alliance Data Systems,Alliance World Dollar Government Fund II,United States,n/a,n/a,1084.769337
1196,1196,2999,173,United States,Tobacco,156,Alliance One International,Alliance World Dollar Government Fund II,United States,n/a,n/a,1084.769337
1200,1200,1282,175,United States,Electric Utilities,7800,Alliant Energy,Alliant Energy Corporation,United States,Public Utilities,Power Generation,9018.695141
1226,1226,2222,184,United States,Motor Vehicles and Parts,4617,Allison Transmission Holdings,"Allison Transmission Holdings, Inc.",United States,Capital Goods,Auto Parts:O.E.M.,5863.772565
1238,1238,1177,186,United States,Diversified Insurance,24700,Allstate,Allstate Corporation (The),United States,Finance,Property-Casualty Insurers,29754.36963
1239,1239,1162,187,United States,Diversified Financials,9043,Ally Financial,Ally Financial Inc.,United States,Finance,Finance: Consumer Services,9437.188989
1256,1256,887,192,United States,Computer Services,500100,Alphabet,Alphabet Inc.,United States,Technology,"Computer Software: Programming, Data Processing",573574.6465
1257,1257,887,193,United States,Computer Services,500100,Alphabet,Alphabet Inc.,United States,Technology,"Computer Software: Programming, Data Processing",586186.1532
1321,1321,3000,202,United States,Tobacco,118400,Altria Group,Altria Group,United States,Consumer Non-Durables,Farming/Seeds/Milling,138513.4076
1339,1339,549,203,China,Aluminum,8900,Aluminum Corp of China,Aluminum Corporation of China Limited,China,Basic Industries,Aluminum,7231.32279
1366,1366,2171,203,China,Metals,-,Aluminum Corp. of China,Aluminum Corporation of China Limited,China,Basic Industries,Aluminum,7231.32279
1416,1416,1892,205,United States,Internet & Catalog Retail,292600,Amazon.com,"Amazon.com, Inc.",United States,Consumer Services,Catalog/Specialty Distribution,423030.8397
1417,1417,1178,206,United States,Diversified Insurance,761,Ambac Financial Group,"Ambac Financial Group, Inc.",United States,Finance,Property-Casualty Insurers,853.4701922
1420,1420,1455,208,United States,Entertainment,4701,AMC Networks,AMC Networks Inc.,United States,Consumer Services,Television Services,3974.932383
1426,1426,2673,212,United States,Rental & Leasing,7000,Amerco,Amerco,United States,Consumer Services,Rental/Leasing Companies,7474.292708
1427,1427,1283,213,United States,Electric Utilities,11300,Ameren,Ameren Corporation,United States,Public Utilities,Power Generation,13245.43362
1470,1470,542,217,United States,Airlines,-,American Airlines Group,"American Airlines Group, Inc.",United States,Transportation,Air Freight/Delivery Services,21325.73099
1521,1521,2223,219,United States,Motor Vehicles and Parts,1177,American Axle & Manufacturing,"American Axle & Manufacturing Holdings, Inc.",United States,Capital Goods,Auto Parts:O.E.M.,1444.413595
1538,1538,2579,220,United States,Real Estate,6200,American Capital Agency,American Campus Communities Inc,United States,Consumer Services,Real Estate Investment Trusts,6350.21153
1557,1557,2579,221,United States,Real Estate,6200,American Capital Agency,"American Capital Senior Floating, Ltd.",United States,n/a,n/a,137.00137
1608,1608,2843,223,United States,Specialty Retailers: Apparel,3012,American Eagle Outfitters,"American Eagle Outfitters, Inc.",United States,Consumer Services,Clothing/Shoe/Accessory Stores,2556.568038
1623,1623,1284,224,United States,Electric Utilities,30800,American Electric,"American Electric Power Company, Inc.",United States,Public Utilities,Electric Utilities: Central,33008.631330000004
1635,1635,3066,224,United States,Utilities: Gas and Electric,32606,American Electric Power,"American Electric Power Company, Inc.",United States,Public Utilities,Electric Utilities: Central,33008.631330000004
1642,1642,1284,225,United States,Electric Utilities,30800,American Electric,"American Electric Technologies, Inc.",United States,Energy,Industrial Machinery/Components,18.338296
1654,1654,3066,225,United States,Utilities: Gas and Electric,32606,American Electric Power,"American Electric Technologies, Inc.",United States,Energy,Industrial Machinery/Components,18.338296
1707,1707,2031,226,United States,Life & Health Insurance,1300,American Equity Investment,American Equity Investment Life Holding Company,United States,Finance,Life Insurance,2086.052737
1727,1727,1079,227,United States,Consumer Financial Services,63200,American Express,American Express Company,United States,Finance,Finance: Consumer Services,71192.45381
1749,1749,1179,228,United States,Diversified Insurance,6000,American Financial Group,"American Financial Group, Inc.",United States,Finance,Property-Casualty Insurers,8302.90193
1813,1813,1180,229,United States,Diversified Insurance,63700,American International Group,"American International Group, Inc.",United States,Finance,Property-Casualty Insurers,60987.867
1917,1917,1849,232,United States,"Insurance: Life, Health (stock)",3106,American National Insurance,"American National Bankshares, Inc.",United States,Finance,Major Banks,321.36127680000004
1967,1967,1849,233,United States,"Insurance: Life, Health (stock)",3106,American National Insurance,American National Insurance Company,United States,Finance,Life Insurance,3176.720323
2302,2302,2580,244,United States,Real Estate,44200,American Tower,American Tower Corporation (REIT),United States,Consumer Services,Real Estate Investment Trusts,51921.2848
2339,2339,1266,246,United States,Diversified Utilities,12300,American Water Works,American Water Works,United States,Public Utilities,Water Supply,13821.8088
2409,2409,2469,253,United States,Pharmaceuticals,20700,AmerisourceBergen,AmerisourceBergen Corporation (Holding Co),United States,Health Care,Other Pharmaceuticals,19229.25221
2449,2449,702,255,United States,Biotechs,122400,Amgen,Amgen Inc.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),120829.8094
2450,2450,2758,257,United States,Semiconductors and Other Electronic Components,1398,Amkor Technology,"Amkor Technology, Inc.",United States,Technology,Semiconductors,2767.557707
2479,2479,1378,261,United States,Electronics,17500,Amphenol,Amphenol Corporation,United States,Capital Goods,Electrical Products,21896.47022
2498,2498,1875,268,United States,Insurance: Property and Casualty (Stock),4538,AmTrust Financial Services,"AmTrust Financial Services, Inc.",United States,Finance,Property-Casualty Insurers,3146.5210850000003
2517,2517,2277,270,United States,Oil & Gas Operations,27100,Anadarko Petroleum,Anadarko Petroleum Corporation,United States,Energy,Oil & Gas Production,34639.510480000004
2526,2526,2732,271,United States,Semiconductors,18100,Analog Devices,"Analog Devices, Inc.",United States,Technology,Semiconductors,29919.184339999996
2555,2555,3082,281,United States,Wholesalers: Diversified,1718,Anixter International,Anixter International Inc.,United States,Consumer Non-Durables,Telecommunications Equipment,2626.074772
2634,2634,2581,282,United States,Real Estate,9500,Annaly Capital Management,Annaly Capital Management Inc,United States,Consumer Services,Real Estate Investment Trusts,11320.53131
2649,2649,2190,285,United States,"Mining, Crude-Oil Production",6891,Antero Resources,Antero Midstream Partners LP,United States,Public Utilities,Natural Gas Distribution,6160.925193
2654,2654,2106,286,United States,Managed Health Care,38700,Anthem,"Anthem, Inc.",United States,Health Care,Medical Specialities,43722.92906
2655,2655,2106,287,United States,Managed Health Care,38700,Anthem,"Anthem, Inc.",United States,Health Care,Medical Specialities,13483.30743
2672,2672,2278,293,United States,Oil & Gas Operations,21300,Apache,Apache Corporation,United States,Energy,Oil & Gas Production,19547.22093
2709,2709,1278,296,United States,Education,893,Apollo Education Group,Apollo Commercial Real Estate Finance,United States,Consumer Services,Real Estate Investment Trusts,1723.396164
2725,2725,1278,297,United States,Education,893,Apollo Education Group,"Apollo Endosurgery, Inc.",United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),144.3920985
2739,2739,2279,298,United States,Oil & Gas Operations,-,Apex Fuels LLC,"Apollo Global Management, LLC",United States,Finance,Investment Managers,9791.264394
2746,2746,1278,298,United States,Education,893,Apollo Education Group,"Apollo Global Management, LLC",United States,Finance,Investment Managers,9791.264394
2762,2762,1278,299,United States,Education,893,Apollo Education Group,Apollo Investment Corporation,United States,n/a,n/a,1438.999984
2768,2768,870,301,United States,Computer Hardware,586000,Apple,"Apple Hospitality REIT, Inc.",United States,Consumer Services,Real Estate Investment Trusts,4258.1281770000005
2770,2770,870,302,United States,Computer Hardware,586000,Apple,Apple Inc.,United States,Technology,Computer Manufacturing,753717.9364
2784,2784,3083,304,United States,Wholesalers: Diversified,1704,Applied Industrial Technologies,Applied DNA Sciences Inc,United States,Consumer Services,Other Consumer Services,44.46812756
2785,2785,2733,304,United States,Semiconductors,23900,Applied Materials,Applied DNA Sciences Inc,United States,Consumer Services,Other Consumer Services,44.46812756
2787,2787,3083,305,United States,Wholesalers: Diversified,1704,Applied Industrial Technologies,Applied Genetic Technologies Corporation,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),124.7765847
2788,2788,2733,305,United States,Semiconductors,23900,Applied Materials,Applied Genetic Technologies Corporation,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),124.7765847
2794,2794,3083,306,United States,Wholesalers: Diversified,1704,Applied Industrial Technologies,"Applied Industrial Technologies, Inc.",United States,Consumer Durables,Industrial Specialties,2411.4290149999997
2795,2795,2733,306,United States,Semiconductors,23900,Applied Materials,"Applied Industrial Technologies, Inc.",United States,Consumer Durables,Industrial Specialties,2411.4290149999997
2808,2808,3083,307,United States,Wholesalers: Diversified,1704,Applied Industrial Technologies,"Applied Materials, Inc.",United States,Technology,Semiconductors,42005.42602
2810,2810,2733,307,United States,Semiconductors,23900,Applied Materials,"Applied Materials, Inc.",United States,Technology,Semiconductors,42005.42602
2814,2814,3083,308,United States,Wholesalers: Diversified,1704,Applied Industrial Technologies,"Applied Optoelectronics, Inc.",United States,Technology,Semiconductors,1049.3231859999999
2815,2815,2733,308,United States,Semiconductors,23900,Applied Materials,"Applied Optoelectronics, Inc.",United States,Technology,Semiconductors,1049.3231859999999
2841,2841,2431,312,United States,"Packaging, Containers",4934,AptarGroup,"AptarGroup, Inc.",United States,Consumer Non-Durables,Plastic Products,4809.908213000001
2883,2883,3050,326,United States,"Trucking, Truck Leasing",556,ArcBest,ArcBest Corporation,United States,Transportation,Trucking Freight/Courier Services,664.580045
2894,2894,2191,327,United States,"Mining, Crude-Oil Production",7,Arch Coal,"Arch Coal, Inc.",United States,Energy,Coal Mining,1723.625402
2907,2907,2172,331,United States,Metals,-,Arconic,Arconic Inc.,United States,Capital Goods,Metal Fabrications,11606.570679999999
3053,3053,737,345,United States,"Building Materials, Glass",2680,Armstrong World Industries,Armstrong World Industries Inc,United States,Consumer Non-Durables,Plastic Products,2479.326566
3138,3138,1379,350,United States,Electronics,5800,Arrow Electronics,"Arrow Electronics, Inc.",United States,Consumer Non-Durables,Electronic Components,6528.322523
3150,3150,1379,351,United States,Electronics,5800,Arrow Electronics,Arrow Financial Corporation,United States,Finance,Major Banks,457.36745690000004
3194,3194,1833,355,United States,Insurance Brokers,8000,Arthur J. Gallagher,Arthur J. Gallagher & Co.,United States,Finance,Specialty Insurers,10147.54698
3232,3232,645,359,United States,"Automotive Retailing, Services",1494,Asbury Automotive Group,Asbury Automotive Group Inc,United States,Consumer Durables,Automotive Aftermarket,1270.854707
3240,3240,2844,360,United States,Specialty Retailers: Apparel,2146,Ascena Retail Group,"Ascena Retail Group, Inc.",United States,Consumer Services,Clothing/Shoe/Accessory Stores,831.4115296
3269,3269,2813,365,United States,Specialized Chemicals,7300,Ashland,Ashland Global Holdings Inc.,United States,Consumer Durables,Specialty Chemicals,7703.069808
3320,3320,19,372,United States, Banks,2700,Associated Banc-Corp,Associated Banc-Corp,United States,Finance,Major Banks,3718.837111
3329,3329,19,373,United States, Banks,2700,Associated Banc-Corp,"Associated Capital Group, Inc.",United States,Finance,Investment Bankers/Brokers/Service,876.6439347
3336,3336,1181,374,United States,Diversified Insurance,5100,Assurant,"Assurant, Inc.",United States,Finance,Accident &Health Insurance,5297.654976
3362,3362,2113,376,United States,Manufacturing,-,Ashley Furniture Industries,"Astec Industries, Inc.",United States,Capital Goods,Construction/Ag Equipment/Trucks,1417.216783
3394,3394,2933,384,United States,Telecommunications services,234200,AT&T,AT&T Inc.,United States,Public Utilities,Telecommunications Equipment,255137.9579
3514,3514,3067,398,United States,Utilities: Gas and Electric,7590,Atmos Energy,Atmos Energy Corporation,United States,Public Utilities,Oil/Gas Transmission,8315.63552
3589,3589,1380,406,Taiwan,Electronics,2900,AU Optronics,AU Optronics Corp,Taiwan,Technology,Semiconductors,3676.461632
3622,3622,2793,410,United States,Software & Programming,13400,Autodesk,"Autodesk, Inc.",United States,Technology,Computer Software: Prepackaged Software,19096.8362
3626,3626,744,411,United States,Business & Personal Services,41000,Automatic Data,"Automatic Data Processing, Inc.",United States,Technology,EDP Services,45963.135369999996
3629,3629,2879,412,United States,Specialty Stores,5100,AutoNation,"AutoNation, Inc.",United States,Consumer Durables,Automotive Aftermarket,4267.91327
3630,3630,2880,413,United States,Specialty Stores,23000,AutoZone,"AutoZone, Inc.",United States,Consumer Services,Other Specialty Stores,20539.78981
3631,3631,2583,416,United States,Real Estate,24700,Avalonbay Communities,"AvalonBay Communities, Inc.",United States,Consumer Services,Real Estate Investment Trusts,25213.9694
3632,3632,650,418,United States,Banking,-,Avant Credit Corporation,Avenue Income Credit Strategies Fund,United States,n/a,n/a,182.51404509999998
3635,3635,2432,420,United States,"Packaging, Containers",6449,Avery Dennison,Avery Dennison Corporation,United States,Consumer Durables,Containers/Packaging,7156.59087
3642,3642,2674,426,United States,Rental & Leasing,2400,Avis Budget Group,"Avis Budget Group, Inc.",United States,Consumer Services,Rental/Leasing Companies,2527.6469399999996
3652,3652,1381,429,United States,Electronics,5800,Avnet,"Avnet, Inc.",United States,Consumer Non-Durables,Electronic Components,5898.217490999999
3662,3662,1765,430,United States,Household and Personal Products,2095,Avon Products,"Avon Products, Inc.",United States,Consumer Non-Durables,Package Goods/Cosmetics,1927.1637039999998
3681,3681,504,443,United States,Aerospace and Defense,4709,B/E Aerospace,"B/E Aerospace, Inc.",United States,Capital Goods,Military/Government/Technical,6505.135598
3720,3720,889,448,China,Computer Services,66100,Baidu,"Baidu, Inc.",China,Technology,"Computer Software: Programming, Data Processing",59849.030510000004
3721,3721,2370,449,United States,Oil Services & Equipment,20300,Baker Hughes,Baker Hughes Incorporated,United States,Energy,Metal Fabrications,25444.3889
3732,3732,1098,454,United States,Containers & Packaging,10700,Ball,Ball Corporation,United States,Consumer Durables,Containers/Packaging,13000.413190000001
3742,3742,851,460,United States,Commercial Banks,39622,Bank of New York Mellon Corp.,"Bancorp of New Jersey, Inc",United States,Finance,Major Banks,96.32343775
3745,3745,2072,460,United States,Major Banks,44200,Bank of New York Mellon,"Bancorp of New Jersey, Inc",United States,Finance,Major Banks,96.32343775
3761,3761,2069,464,United States,Major Banks,156000,Bank of America,Bank of America Corporation,United States,Finance,Major Banks,236181.73100000003
3768,3768,655,464,United States,Banks: Commercial and Savings,-,Bank of America Corp.,Bank of America Corporation,United States,Finance,Major Banks,236181.73100000003
3781,3781,851,468,United States,Commercial Banks,39622,Bank of New York Mellon Corp.,Bank Of New York Mellon Corporation (The),United States,Finance,Major Banks,48913.05305
3784,3784,2072,468,United States,Major Banks,44200,Bank of New York Mellon,Bank Of New York Mellon Corporation (The),United States,Finance,Major Banks,48913.05305
3791,3791,2856,482,United States,Specialty Retailers: Other,923,Barnes & Noble,"Barnes & Noble Education, Inc",United States,Consumer Services,Other Specialty Stores,445.4352172
3799,3799,2856,483,United States,Specialty Retailers: Other,923,Barnes & Noble,"Barnes & Noble, Inc.",United States,Consumer Services,Other Specialty Stores,670.3306465
3800,3800,2856,484,United States,Specialty Retailers: Other,923,Barnes & Noble,"Barnes Group, Inc.",United States,Capital Goods,Metal Fabrications,2758.021251
4003,4003,2140,489,United States,Medical Equipment & Supplies,23800,Baxter International,Baxter International Inc.,United States,Health Care,Medical/Dental Instruments,28105.912010000004
4021,4021,2075,492,United States,Major Banks,29100,BB&T,BB&T Corporation,United States,Finance,Major Banks,36140.73744
4022,4022,852,492,United States,Commercial Banks,25966,BB&T Corp.,BB&T Corporation,United States,Finance,Major Banks,36140.73744
4025,4025,3084,494,United States,Wholesalers: Diversified,2429,Beacon Roofing Supply,"Beacon Roofing Supply, Inc.",United States,Consumer Services,RETAIL: Building Materials,2952.172871
4050,4050,2141,499,United States,Medical Equipment & Supplies,33900,Becton Dickinson,"Becton, Dickinson and Company",United States,Health Care,Medical/Dental Instruments,39040.63359
4051,4051,2882,500,United States,Specialty Stores,8000,Bed Bath & Beyond,Bed Bath & Beyond Inc.,United States,Consumer Services,Home Furnishings,5931.438068
4052,4052,1410,503,United States,"Electronics, Electrical Equip.",2577,Belden,Belden Inc,United States,Basic Industries,Telecommunications Equipment,2918.614993
4053,4053,2433,506,United States,"Packaging, Containers",4903,Bemis,"Bemis Company, Inc.",United States,Consumer Durables,Containers/Packaging,4492.699866
4058,4058,2759,507,United States,Semiconductors and Other Electronic Components,1148,Benchmark Electronics,"Benchmark Electronics, Inc.",United States,Technology,Electrical Products,1578.209959
4065,4065,1906,510,United States,Investment Services,360100,Berkshire Hathaway,"Berkshire Hills Bancorp, Inc.",United States,Finance,Banks,1288.070105
4068,4068,868,511,United States,Computer & Electronics Retail,10700,Best Buy,"Best Buy Co., Inc.",United States,Consumer Services,Consumer Electronics/Video Chains,15192.79779
4088,4088,1761,515,United States,Household & Personal Products,-,Big Time Products,Big 5 Sporting Goods Corporation,United States,Consumer Services,Other Specialty Stores,331.4902917
4089,4089,2857,515,United States,Specialty Retailers: Other,2250,Big Lots,Big 5 Sporting Goods Corporation,United States,Consumer Services,Other Specialty Stores,331.4902917
4091,4091,814,515,United States,Capital Goods,-,Big Ass Fans,Big 5 Sporting Goods Corporation,United States,Consumer Services,Other Specialty Stores,331.4902917
4093,4093,2857,516,United States,Specialty Retailers: Other,2250,Big Lots,"Big Lots, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,2180.198155
4094,4094,1761,516,United States,Household & Personal Products,-,Big Time Products,"Big Lots, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,2180.198155
4095,4095,814,516,United States,Capital Goods,-,Big Ass Fans,"Big Lots, Inc.",United States,Consumer Services,Department/Specialty Retail Stores,2180.198155
4096,4096,2162,520,United States,Medical Products and Equipment,4014,Bio-Rad Laboratories,"Bio-Rad Laboratories, Inc.",United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments,5895.857650999999
4177,4177,2473,526,United States,Pharmaceuticals,56925,Biogen,Biogen Inc.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),59045.5808
4178,4178,703,526,United States,Biotechs,61900,Biogen Idec,Biogen Inc.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),59045.5808
4195,4195,704,529,United States,Biotechs,15200,BioMarin Pharmaceutical,BioMarin Pharmaceutical Inc.,United States,Health Care,Major Pharmaceuticals,15174.220930000001
4199,4199,1761,535,United States,Household & Personal Products,-,Big Time Products,BioShares Biotechnology Products Fund,United States,n/a,n/a,37.750151
4217,4217,965,544,United States,Construction,-,Black & Veatch,Black Box Corporation,United States,Technology,Computer Communications Equipment,134.82078669999999
4220,4220,965,545,United States,Construction,-,Black & Veatch,"Black Diamond, Inc.",United States,Consumer Non-Durables,Recreational Products/Toys,162.08606519999998
4222,4222,965,546,United States,Construction,-,Black & Veatch,Black Hills Corporation,United States,Public Utilities,Electric Utilities: Central,3551.632418
